id,title,assignee,inventor,priority_date,creation_date,publication_date,grant_date,result_link,representative_figure_link,number_of_authors,number_of_viewers
US-11150655-B2,Method and system for training unmanned aerial vehicle control model based on artificial intelligence ,"Beijing Baidu Netcom Science And Technology Co., Ltd.","Bo Zhou, Fan Wang",2017-06-30,2018-06-27,2021-10-19,2021-10-19,https://patents.google.com/patent/US11150655B2/en,https://patentimages.storage.googleapis.com/42/c2/b2/7fc0ed09ef81d3/US11150655-20211019-D00000.png,one,20134
US-2021133607-A1,Systems and methods for self-learning artificial intelligence of things (aiot) devices and services ,"Shoreline Iot, Inc.","Mark Stubbs, Sameer Bidichandani, Kabir Manghnani",2019-10-31,2020-10-31,2021-05-06,,https://patents.google.com/patent/US20210133607A1/en,https://patentimages.storage.googleapis.com/3d/4b/3b/695f7f0b8d48f1/US20210133607A1-20210506-D00000.png,one,20135
US-11068661-B1,Applied artificial intelligence technology for narrative generation based on smart attributes ,Narrative Science Inc.,"Nathan D. Nichols, Andrew R. Paley, Maia Lewis Meza, Santiago Santana",2017-02-17,2018-11-07,2021-07-20,2021-07-20,https://patents.google.com/patent/US11068661B1/en,https://patentimages.storage.googleapis.com/91/a7/3e/8cfc2d345f6e6f/US11068661-20210720-D00000.png,one,20136
US-11164109-B2,Artificial intelligence engine for mixing and enhancing features from one or more trained pre-existing machine-learning models ,"Microsoft Technology Licensing, Llc","Keen McEwan Browne, Marcos Campos, Megan Adams, Mark Hammond, Matthew Brown, Tod Frye",2016-01-27,2018-06-14,2021-11-02,2021-11-02,https://patents.google.com/patent/US11164109B2/en,https://patentimages.storage.googleapis.com/46/2e/1a/49f68dc49c7b79/US11164109-20211102-D00000.png,one,20137
AU-2019253187-B2,Computerized assistance using artificial intelligence knowledge base ,"Microsoft Technology Licensing, Llc","Rajesh Gunda, Sundararajan Srinivasan, Vipindeep Vangala",2018-04-12,2019-03-27,2023-09-28,2023-09-28,https://patents.google.com/patent/AU2019253187B2/en,,two,20138
US-11409736-B2,Methods and apparatus for performing machine learning to improve capabilities of an artificial intelligence (AI) entity used for online communications ,"Salesforce.Com, Inc.","Darshil Vipul Vora, Youngjun KWAK",2017-03-28,2019-10-07,2022-08-09,2022-08-09,https://patents.google.com/patent/US11409736B2/en,https://patentimages.storage.googleapis.com/73/ef/c9/20af5ae44b1ad7/US11409736-20220809-D00000.png,two,20139
EP-4181556-A1,Artificial intelligence-based communication method and communication device ,"Huawei Technologies Co., Ltd.","Yourui HUANGFU, Jian Wang, Rong Li, Jun Wang",2020-07-30,2021-07-20,2023-05-17,,https://patents.google.com/patent/EP4181556A1/en,https://patentimages.storage.googleapis.com/4c/aa/98/b4e94a9a06931a/imgf0001.png,two,20140
US-2024232540-A1,Applied Artificial Intelligence Technology for Narrative Generation Based on a Conditional Outcome Framework ,"Salesforce, Inc.","Andrew R. Paley, Nathan D. Nichols, Matthew L. Trahan, Maia Lewis Meza, Michael Tien Thinh Pham, Charlie M. Truong",2017-02-17,2024-03-26,2024-07-11,,https://patents.google.com/patent/US20240232540A1/en,https://patentimages.storage.googleapis.com/c2/3d/be/46285f31ab1d78/US20240232540A1-20240711-D00000.png,two,20141
US-11620321-B2,Artificial intelligence based method and apparatus for processing information ,"Beijing Baidu Netcom Science And Technology Co., Ltd.","Yile CHEN, Jianfeng Chi, Jinwen Luo, Weidong Guo, Yajuan Lv",2017-06-29,2018-03-23,2023-04-04,2023-04-04,https://patents.google.com/patent/US11620321B2/en,https://patentimages.storage.googleapis.com/0a/28/a9/5c9921bc4813a7/US11620321-20230404-D00000.png,two,20142
US-11731368-B2,"Systems, methods, and media for artificial intelligence process control in additive manufacturing ","Nanotronics Imaging, Inc.","Vadim Pinskiy, Matthew C. Putman, Damas Limoge, Aswin Raghav Nirmaleswaran",2018-04-02,2021-08-06,2023-08-22,2023-08-22,https://patents.google.com/patent/US11731368B2/en,https://patentimages.storage.googleapis.com/a8/50/ad/8ddc260b58d8e8/US11731368-20230822-D00000.png,two,20143
US-11595847-B2,Configuration of artificial intelligence (AI) modules and compression ratios for user-equipment (UE) feedback ,Qualcomm Incorporated,"Hamed PEZESHKI, Tao Luo, Sony Akkarakaran, Mahmoud Taherzadeh Boroujeni, Taesang Yoo, Arumugam Chendamarai Kannan, Jingchao BAO",2019-12-19,2020-12-09,2023-02-28,2023-02-28,https://patents.google.com/patent/US11595847B2/en,https://patentimages.storage.googleapis.com/de/38/8c/dbd9ecbd1ead61/US11595847-20230228-D00000.png,two,20144
US-11797866-B2,Systems and methods for accelerating execution of processes based on artificial intelligence (AI) prediction of blockchain consensus ,"Salesforce.Com, Inc.","Daniel Thomas Harrison, Michael Salem",2018-07-18,2018-07-18,2023-10-24,2023-10-24,https://patents.google.com/patent/US11797866B2/en,https://patentimages.storage.googleapis.com/a1/a0/e2/bcc37c4ea7953a/US11797866-20231024-D00000.png,two,20145
US-10839215-B2,Artificial intelligence for emulating human playstyles ,Electronic Arts Inc.,"Caedmon Somers, Jason Rupert",2018-05-21,2018-05-21,2020-11-17,2020-11-17,https://patents.google.com/patent/US10839215B2/en,https://patentimages.storage.googleapis.com/54/9e/3e/69f996d3be88dc/US10839215-20201117-D00000.png,two,20146
US-11100560-B2,Extending machine learning training data to generate an artificial intelligence recommendation engine ,"Stitch Fix, Inc.","Hilary S. Parker, Allison M. Barros",2019-03-19,2019-03-19,2021-08-24,2021-08-24,https://patents.google.com/patent/US11100560B2/en,https://patentimages.storage.googleapis.com/0c/76/1a/c00964ae3bf2b9/US11100560-20210824-D00000.png,two,20147
US-11481656-B2,"Method and apparatus for evaluating a matching degree of multi-domain information based on artificial intelligence, device and medium ","Beijing Baidu Netcom Science And Technology Co., Ltd.","Shengxian WAN, Yu Sun, Dianhai YU",2017-06-15,2018-06-14,2022-10-25,2022-10-25,https://patents.google.com/patent/US11481656B2/en,https://patentimages.storage.googleapis.com/82/1f/1d/4c8b13f329ff2e/US11481656-20221025-D00000.png,two,20148
US-10635409-B2,System and method for improving software code quality using artificial intelligence techniques ,Cognizant Technology Solutions India Pvt. Ltd.,"Saroj Pradhan, Tapodhan Sen, Anirban Chakrabarti",2018-01-15,2018-04-13,2020-04-28,2020-04-28,https://patents.google.com/patent/US10635409B2/en,https://patentimages.storage.googleapis.com/95/e7/6d/99cfb68c782d9e/US10635409-20200428-D00000.png,two,20149
US-2020104949-A1,Systems and methods for forward market purchase of machine resources using artificial intelligence ,"Strong Force TX Portfolio 2018, LLC",Charles Howard Cella,2018-05-06,2019-11-26,2020-04-02,,https://patents.google.com/patent/US20200104949A1/en,https://patentimages.storage.googleapis.com/3d/dd/cc/fc5988d9033d13/US20200104949A1-20200402-D00000.png,two,20150
US-2022383998-A1,Artificial-intelligence-based facilitation of healthcare delivery ,University Hospitals Cleveland Medical Center,"Nancy J. Cossler, Jeffrey Alan Beers, Steven Mattlin",2014-06-13,2022-08-02,2022-12-01,,https://patents.google.com/patent/US20220383998A1/en,https://patentimages.storage.googleapis.com/b2/89/fb/cf914c5b90a689/US20220383998A1-20221201-D00000.png,two,20151
US-11571256-B2,Image based pathology prediction using artificial intelligence ,Mazor Robotics Ltd.,Shlomit STEINBERG,2017-01-12,2019-07-12,2023-02-07,2023-02-07,https://patents.google.com/patent/US11571256B2/en,https://patentimages.storage.googleapis.com/09/4a/02/1175f9667a6acc/US11571256-20230207-D00000.png,two,20152
US-11842454-B1,System and method for an augmented reality experience via an artificial intelligence bot ,"Consumerinfo.Com, Inc.","James Minlou LIN, David Joseph Amador, Alexander James Kentfield, James Earl Griffin, Aga Dzhafar Hady Ogiu Dzhafarov, Mohan Kumar, Darrel Huntington, Bryan Marc Cimo",2019-02-22,2021-12-15,2023-12-12,2023-12-12,https://patents.google.com/patent/US11842454B1/en,https://patentimages.storage.googleapis.com/68/56/ba/33cd6157cbe397/US11842454-20231212-D00000.png,two,20153
US-10769570-B2,Artificial intelligence based risk and knowledge management ,Accenture Global Solutions Limited,Mingzhu Lu,2017-12-27,2017-12-27,2020-09-08,2020-09-08,https://patents.google.com/patent/US10769570B2/en,https://patentimages.storage.googleapis.com/30/ce/1d/db0138e3bb56dc/US10769570-20200908-D00000.png,two,20154
US-11210836-B2,Applying artificial intelligence to generate motion information ,Sri International,"Mohamed R. Amer, Xiao Lin",2018-04-03,2018-12-21,2021-12-28,2021-12-28,https://patents.google.com/patent/US11210836B2/en,https://patentimages.storage.googleapis.com/8f/49/f2/8ec01b0f6b1cdf/US11210836-20211228-D00000.png,two,20155
US-12053704-B2,Artificial intelligence (AI) model training to generate an AI model personalized to a user ,Sony Interactive Entertainment LLC,"Justin V. Beltran, Dylan Butler, Kevin Kragenbrink",2018-11-05,2022-04-01,2024-08-06,2024-08-06,https://patents.google.com/patent/US12053704B2/en,https://patentimages.storage.googleapis.com/68/9f/2b/c75eefe6cc6966/US12053704-20240806-D00000.png,two,20156
US-2021342745-A1,Artificial intelligence model and data collection/development platform ,"Clarifai, Inc.","Matthew Zeiler, Daniel Kantor, Christopher Fox, Cassidy WILLIAMS",2016-09-27,2021-07-08,2021-11-04,,https://patents.google.com/patent/US20210342745A1/en,https://patentimages.storage.googleapis.com/68/b3/b2/50085b62a98b25/US20210342745A1-20211104-D00000.png,two,20157
US-11669776-B2,Using artificial intelligence to design a product ,"Stitch Fix, Inc.","Erin S. Boyle, Daragh Sibley",2017-06-02,2021-08-27,2023-06-06,2023-06-06,https://patents.google.com/patent/US11669776B2/en,https://patentimages.storage.googleapis.com/da/35/6c/a9cd4fe386bfcd/US11669776-20230606-D00000.png,two,20158
US-11894114-B2,Complex image data analysis using artificial intelligence and machine learning algorithms ,"Sirona Medical, Inc.","David Seungwon Paik, Vernon Marshall, Mark D. Longo, Cameron Andrews, Kojo Worai Osei, Berk Norman, Ankit Goyal",2019-10-01,2021-01-07,2024-02-06,2024-02-06,https://patents.google.com/patent/US11894114B2/en,https://patentimages.storage.googleapis.com/50/62/13/9280063c50c871/US11894114-20240206-D00000.png,two,20159
US-11681943-B2,Artificial intelligence development via user-selectable/connectable model representations ,"Clarifai, Inc.","Matthew Zeiler, Daniel Kantor, Marshall Jones, Christopher Fox",2016-09-27,2017-09-26,2023-06-20,2023-06-20,https://patents.google.com/patent/US11681943B2/en,https://patentimages.storage.googleapis.com/78/6d/ee/b83988136946f3/US11681943-20230620-D00000.png,two,20160
US-10289959-B2,Artificial intelligence and knowledge based automation enhancement ,"Automation Anywhere, Inc.","Abhijit Kakhandiki, Sridhar Gunapu",2010-05-26,2015-11-12,2019-05-14,2019-05-14,https://patents.google.com/patent/US10289959B2/en,https://patentimages.storage.googleapis.com/2b/62/a7/0f4cd95785fc36/US10289959-20190514-D00000.png,one,20161
US-11463457-B2,Artificial intelligence (AI) based cyber threat analyst to support a cyber security appliance ,Darktrace Holdings Limited,"Timothy Owen Bazalgette, Dickon Murray Humphrey, Carl Joseph Salji",2018-02-20,2020-07-29,2022-10-04,2022-10-04,https://patents.google.com/patent/US11463457B2/en,https://patentimages.storage.googleapis.com/21/ba/0d/b77cad0ab68002/US11463457-20221004-D00000.png,one,20162
US-11972430-B2,Artificial intelligence fraud management solution ,"Brighterion, Inc.",Akli Adjaoute,2014-08-08,2022-05-17,2024-04-30,2024-04-30,https://patents.google.com/patent/US11972430B2/en,https://patentimages.storage.googleapis.com/00/c9/e9/4cc897615ec534/US11972430-20240430-D00000.png,one,20163
US-2024062081-A1,Private artificial intelligence (ai) model of a user for use by an autonomous personal companion ,Sony Interactive Entertainment Inc.,"Erik Beran, Michael Taylor, Masanori Omote",2017-09-29,2023-10-30,2024-02-22,,https://patents.google.com/patent/US20240062081A1/en,https://patentimages.storage.googleapis.com/c6/de/10/810f8be84f09ad/US20240062081A1-20240222-D00000.png,one,20164
US-11586913-B2,Power equipment fault detecting and positioning method of artificial intelligence inference fusion ,Wuhan University,"Yigang HE, Jiajun DUAN, Hui Zhang, Liulu HE",2019-06-05,2019-12-24,2023-02-21,2023-02-21,https://patents.google.com/patent/US11586913B2/en,https://patentimages.storage.googleapis.com/ca/b2/64/d7f0317e8dffc8/US11586913-20230221-D00000.png,one,20165
US-10910113-B1,"Computer network architecture with benchmark automation, machine learning and artificial intelligence for measurement factors ","Clarify Health Solutions, Inc.","Jean P. Drouin, Samuel H. Bauknight, Todd Gottula, Yale Wang, Adam F. Rogow, Justin Warner",2019-09-26,2020-04-13,2021-02-02,2021-02-02,https://patents.google.com/patent/US10910113B1/en,https://patentimages.storage.googleapis.com/ef/b9/28/ef051cd0a326bf/US10910113-20210202-D00000.png,one,20166
US-10657325-B2,Method for parsing query based on artificial intelligence and computer device ,"Beijing Baidu Netcom Science And Technology Co., Ltd.",Qiongqiong LIU,2017-06-21,2018-01-19,2020-05-19,2020-05-19,https://patents.google.com/patent/US10657325B2/en,https://patentimages.storage.googleapis.com/ca/91/ad/9700d6f322dc4a/US10657325-20200519-D00000.png,one,20167
US-10528667-B2,Artificial intelligence based method and apparatus for generating information ,"Beijing Baidu Netcom Science And Technology Co., Ltd.","Yukun LI, Yi Liu, Yu Sun, Dianhai YU",2017-05-15,2018-02-20,2020-01-07,2020-01-07,https://patents.google.com/patent/US10528667B2/en,https://patentimages.storage.googleapis.com/8d/5e/aa/d9e4c77761d93e/US10528667-20200107-D00000.png,one,20168
US-11347481-B2,"Support system for designing an artificial intelligence application, executable on distributed computing platforms ",Bull Sas,"François Exertier, Mathis GAVILLON",2019-08-30,2020-08-27,2022-05-31,2022-05-31,https://patents.google.com/patent/US11347481B2/en,https://patentimages.storage.googleapis.com/f7/d1/71/15f4357725ba9a/US11347481-20220531-D00000.png,one,20169
US-10990904-B1,Computer network architecture with machine learning and artificial intelligence and automated scalable regularization ,"Clarify Health Solutions, Inc.","Jean P. Drouin, Samuel H. Bauknight, Todd Gottula, Yale Wang, Adam F. Rogow, Jeffrey D. Larson, Justin Warner",2019-08-06,2020-07-27,2021-04-27,2021-04-27,https://patents.google.com/patent/US10990904B1/en,https://patentimages.storage.googleapis.com/62/dc/e7/7a7c111f4a6111/US10990904-20210427-D00000.png,one,20170
US-11514330-B2,Systems and methods for continual updating of response generation by an artificial intelligence chatbot ,"Cambia Health Solutions, Inc.","Weicheng Ma, Kai Cao, Bei Pan, Lin Chen, Xiang Li",2019-01-14,2020-01-13,2022-11-29,2022-11-29,https://patents.google.com/patent/US11514330B2/en,https://patentimages.storage.googleapis.com/e7/6a/b7/587d5bb201e74e/US11514330-20221129-D00000.png,one,20171
US-11403554-B2,Method and apparatus for providing efficient testing of systems by using artificial intelligence tools ,The Johns Hopkins University,"Matthew B. Wagner, David R. Witman, Peter A. Sevich, Patrick J. Trainor, Liam R. Cusack, William A. Patterson",2018-01-31,2019-01-29,2022-08-02,2022-08-02,https://patents.google.com/patent/US11403554B2/en,https://patentimages.storage.googleapis.com/25/a7/8c/6a5f9a03657d40/US11403554-20220802-D00000.png,one,20172
US-11900397-B2,Customer experience artificial intelligence management engine ,Cerebri AI Inc.,"Jean Belanger, Michael L. Roberts, Gabriel M. Silberman, Karen Bennet",2016-05-16,2022-09-15,2024-02-13,2024-02-13,https://patents.google.com/patent/US11900397B2/en,https://patentimages.storage.googleapis.com/dd/25/bb/f1df46223915c9/US11900397-20240213-D00000.png,one,20173
US-12059624-B2,Generation of an artificial intelligence (AI) model for automatic control of characters during game plays of gaming applications ,Sony Interactive Entertainment Inc.,"Steven Osman, Jeffrey R. Stafford, Javier F. Rico",2016-06-30,2022-07-12,2024-08-13,2024-08-13,https://patents.google.com/patent/US12059624B2/en,https://patentimages.storage.googleapis.com/5d/5c/ba/b2ecb971358b63/US12059624-20240813-D00000.png,one,20174
US-10699079-B1,Applied artificial intelligence technology for narrative generation based on analysis communication goals ,Narrative Science Inc.,"Andrew R. Paley, Nathan D. Nichols, Matthew L. Trahan, Maia Lewis Meza, Michael Tien Thinh Pham, Charlie M. Truong",2017-02-17,2018-07-27,2020-06-30,2020-06-30,https://patents.google.com/patent/US10699079B1/en,https://patentimages.storage.googleapis.com/41/b2/51/daf5b0b4aeb371/US10699079-20200630-D00000.png,one,20175
